"metric","mean_abs_rho","mean_rank_rmse"
"hv_blond",0.837278457545421,4.58322604932385
"nr_hv",0.813846248918552,4.87606569236586
"om_tol",0.753684784078604,5.46999746717343
"nb_Gam",0.659294927184099,6.28846365892712
"nb_dist",0.643883647912445,6.37006989945066
"beta.a",0.688060561621014,6.50466284217009
"nb_latent",0.638786475896099,6.5484791976886
"beta.w",0.684057594858485,6.54973969483974
"SimpSSI",0.646540263417607,7.01198929989614
